"Sales
 Rank",Segment,Make,Model,Bodystyle,Category,12 Month Average,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25
514,Sports > $200K,Ferrari,Portofino,Convertible,Low RRP,"$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000","$455,000"
514,Sports > $200K,Ferrari,Portofino,Convertible,Model Launch,,,,,,,,,,,,New Model,New Variant,,,,,,New Variant,,,,,,,,
515,Sports > $200K,Maserati,MC20,Coupe,Sales,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,
515,Sports > $200K,Maserati,MC20,Coupe,Segment Share,0.13%,0.00%,0.59%,0.00%,0.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.56%,1.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.61%,0.94%,0.00%,0.00%,0.00%,0.00%,
515,Sports > $200K,Maserati,MC20,Coupe,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Sports > $200K,Maserati,MC20,Coupe,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Sports > $200K,Maserati,MC20,Coupe,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Sports > $200K,Maserati,MC20,Coupe,High RRP,"$620,250","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$699,000","$699,000","$699,000","$699,000","$699,000","$699,000","$699,000","$699,000"
515,Sports > $200K,Maserati,MC20,Coupe,Low RRP,"$510,000","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$467,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000","$510,000"
515,Sports > $200K,Maserati,MC20,Coupe,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sports > $200K,McLaren,765LT,Coupe,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
516,Sports > $200K,McLaren,765LT,Coupe,Segment Share,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
516,Sports > $200K,McLaren,765LT,Coupe,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sports > $200K,McLaren,765LT,Coupe,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sports > $200K,McLaren,765LT,Coupe,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sports > $200K,McLaren,765LT,Coupe,High RRP,"$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650"
516,Sports > $200K,McLaren,765LT,Coupe,Low RRP,"$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650","$609,650"
516,Sports > $200K,McLaren,765LT,Coupe,Model Launch,,,,,,New Variant,,,,,,,,,New Model,,,,,,,,,,,,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Sales,0,11,9,12,7,7,3,5,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Segment Share,0.05%,2.33%,2.12%,2.53%,1.52%,2.24%,0.99%,1.82%,0.49%,0.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Retail Offer,,,,Finance,Finance,Finance,Demonstrator;Servicing,Demonstrator;Servicing,Finance,Finance,Finance,Finance,,,,Servicing,Finance,Finance,,,,,,,,,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,High CPV,"$1,047",,,"$7,503","$6,208","$8,178","$1,140","$1,140","$1,876","$1,983","$3,182","$3,207",,,,"$1,140","$1,000","$1,000",,,,,,,,,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Low CPV,"$1,000",,,"$1,202",$996,"$1,309","$1,140","$1,140","$1,140","$1,983","$2,112","$2,128",,,,"$1,000","$1,000","$1,000",,,,,,,,,
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,High RRP,"$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670","$177,670"
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Low RRP,"$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969","$112,969"
517,Sports > $90K,Mercedes-Benz,E-Class,Coupe,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Small > $45K,Renault,Sports Megane,Hatchback,Sales,0,11,16,6,4,2,7,2,4,2,4,4,1,0,1,2,0,1,0,0,1,0,0,0,0,0,
518,Small > $45K,Renault,Sports Megane,Hatchback,Segment Share,0.02%,0.52%,0.61%,0.23%,0.16%,0.09%,0.43%,0.12%,0.24%,0.12%,0.21%,0.21%,0.06%,0.00%,0.07%,0.08%,0.00%,0.05%,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,
518,Small > $45K,Renault,Sports Megane,Hatchback,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Small > $45K,Renault,Sports Megane,Hatchback,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Small > $45K,Renault,Sports Megane,Hatchback,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Small > $45K,Renault,Sports Megane,Hatchback,High RRP,"$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500","$70,500"
518,Small > $45K,Renault,Sports Megane,Hatchback,Low RRP,"$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500","$63,500"
518,Small > $45K,Renault,Sports Megane,Hatchback,Model Launch,,,,,,,,,,,,,New Variant,,,,,,,,Facelift,,,,,Tech Change,New Variant
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Sales,0,3,1,2,1,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Segment Share,0.00%,0.64%,0.24%,0.42%,0.22%,0.32%,0.00%,0.73%,0.00%,0.35%,0.43%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Retail Offer,,,,Finance,Finance,Finance,Demonstrator;Servicing,Demonstrator;Servicing,Finance,Finance,Finance,Finance,,,,Servicing,Finance,Finance,,Demonstrator;On-Roads,,,,,,,
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,High CPV,"$3,095",,,"$7,901","$6,537","$8,612","$1,140","$1,140","$1,976","$2,088","$3,351","$3,377",,,,"$1,140","$1,000","$1,000",,"$9,240",,,,,,,
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Low CPV,"$1,000",,,"$1,608","$1,332","$1,751","$1,140","$1,140","$1,140","$2,088","$2,224","$2,241",,,,"$1,000","$1,000","$1,000",,"$1,000",,,,,,,
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,High RRP,"$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169","$187,169"
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Low RRP,"$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570","$151,570"
519,Sports > $90K,Mercedes-Benz,E-Class,Convertible,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Medium > $60K,Jaguar,XE,Sedan,Sales,1,1,0,0,1,1,2,1,14,7,5,16,8,5,6,0,1,1,0,0,2,1,0,0,0,0,
520,Medium > $60K,Jaguar,XE,Sedan,Segment Share,0.14%,0.04%,0.00%,0.00%,0.05%,0.05%,0.12%,0.02%,0.51%,0.36%,0.16%,0.52%,0.90%,0.69%,0.83%,0.00%,0.16%,0.15%,0.00%,0.00%,0.34%,0.20%,0.00%,0.00%,0.00%,0.00%,
520,Medium > $60K,Jaguar,XE,Sedan,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Medium > $60K,Jaguar,XE,Sedan,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Medium > $60K,Jaguar,XE,Sedan,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Medium > $60K,Jaguar,XE,Sedan,High RRP,"$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450","$80,450"
520,Medium > $60K,Jaguar,XE,Sedan,Low RRP,"$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679","$68,679"
520,Medium > $60K,Jaguar,XE,Sedan,Model Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SUV Small < $45K,Subaru,XV,SUV,Sales,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,SUV Small < $45K,Subaru,XV,SUV,Segment Share,0.00%,0.00%,0.00%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
521,SUV Small < $45K,Subaru,XV,SUV,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SUV Small < $45K,Subaru,XV,SUV,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SUV Small < $45K,Subaru,XV,SUV,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,SUV Small < $45K,Subaru,XV,SUV,High RRP,"$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490","$38,490"
521,SUV Small < $45K,Subaru,XV,SUV,Low RRP,"$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190","$33,190"
521,SUV Small < $45K,Subaru,XV,SUV,Model Launch,,,,,,,,,,New Model,,,,,,,,,,,,,,,,,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Sales,19,90,147,153,225,254,186,170,199,133,167,235,148,135,114,47,24,17,15,3,2,1,0,0,0,0,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Segment Share,0.12%,0.48%,0.81%,0.76%,1.07%,1.22%,1.16%,0.95%,1.13%,0.82%,0.87%,1.11%,0.91%,0.80%,0.71%,0.29%,0.16%,0.11%,0.11%,0.02%,0.01%,0.01%,0.00%,0.00%,0.00%,0.00%,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Retail Offer,,Driveaway,Driveaway,Driveaway,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Reduced Price,Driveaway,Factory Bonus,Driveaway,Factory Bonus,Factory Bonus,,,,,,,,,,,,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,High CPV,"$5,000","$2,500","$2,500","$2,490","$5,500","$5,500","$5,500","$5,500","$5,500","$5,500","$4,000","$6,000","$4,000","$5,000","$5,000",,,,,,,,,,,,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Low CPV,"$1,000","$1,490","$1,490","$2,490","$4,000","$4,000","$4,000","$4,000","$4,000","$3,000","$4,000","$4,000","$4,000","$1,000","$1,000",,,,,,,,,,,,
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,High RRP,"$40,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490"
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Low RRP,"$40,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$45,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490","$40,490"
522,PU/CC 4X4,GWM,Ute,Dual Cab Pick Up,Model Launch,,,,,,,,,,,,,,,,,,Tech Change,,,,,,,,,
523,Sports > $200K,McLaren,620R,Coupe,Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
523,Sports > $200K,McLaren,620R,Coupe,Segment Share,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
523,Sports > $200K,McLaren,620R,Coupe,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Sports > $200K,McLaren,620R,Coupe,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Sports > $200K,McLaren,620R,Coupe,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Sports > $200K,McLaren,620R,Coupe,High RRP,"$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650"
523,Sports > $200K,McLaren,620R,Coupe,Low RRP,"$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650","$554,650"
523,Sports > $200K,McLaren,620R,Coupe,Model Launch,,,,,,,,,,,,,,,,,,Tech Change,,,,,,,,,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Sales,1,3,2,1,2,1,2,0,2,0,2,2,1,1,0,2,1,1,0,2,3,1,0,1,0,0,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Segment Share,0.76%,2.11%,1.18%,0.83%,1.54%,0.93%,2.06%,0.00%,1.00%,0.00%,1.47%,1.13%,0.72%,0.77%,0.00%,1.64%,1.12%,1.23%,0.00%,1.64%,1.82%,0.94%,0.00%,0.75%,0.00%,0.00%,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Low CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,High RRP,"$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700"
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Low RRP,"$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700","$957,700"
524,Sports > $200K,Ferrari,SF90 Spider,Convertible,Model Launch,,,,,,,,,,,,New Model,New Variant,,,,,,New Variant,,,,,,,,
525,Large < $70K,Kia,Stinger,Sedan,Sales,0,47,49,22,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
525,Large < $70K,Kia,Stinger,Sedan,Segment Share,0.00%,61.04%,53.26%,43.14%,32.00%,33.34%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
525,Large < $70K,Kia,Stinger,Sedan,Retail Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Large < $70K,Kia,Stinger,Sedan,High CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,
